image_name,comment,category
3315323307.jpg,a tan dog standing on the snow looking into the woods,dog
3291587911.jpg,a man with a stick and arm protection is being bitten by a large dog,dog
2090997177.jpg,a short black dog is walking over a barren landscape,dog
3558267192.jpg,a horse bucks it s rider at a rodeo,horse
140430106.jpg,a dog running at the beach in front of the ocean and a bright blue cloudy sky,dog
2318659263.jpg,a fluffy white dog running across the snow,dog
2692635048.jpg,a brown and black dog laying next to a colourful ball,dog
4930658209.jpg,a white man is sitting on a brown horse as he swings a lasso around above his head,horse
2663248626.jpg,a dog runs behind another at a park,dog
2360371074.jpg,a man and woman are kissing while the man holds the leash of a dog,dog
2449289139.jpg,a dog running,dog
4966187934.jpg,a blond horse decorated in pink feather headdress and strapped to a pink carriage standing next to a man inn a dark shirt sitting in a chair with photographs on wood canvas along a city sidewalk,horse
707941195.jpg,a dog with its two front paws on a rock in a field,dog
343073813.jpg,a dog stands in water,dog
4360937435.jpg,people judge a gray and white dog in a show,dog
255266148.jpg,the dog has a blue ball in its mouth,dog
3519155763.jpg,a dog opens its mouth to catch a blue and yellow toy,dog
44201115.jpg,a woman sitting in a tan chair beside of a dog while smiling at the camera,dog
3146630574.jpg,a dog is running in water with a red stick in its mouth,dog
371364900.jpg,black dog looking at his reflection in the water,dog
2743709828.jpg,two racing dogs round a turn in a dog track,dog
3319489465.jpg,a woman wearing a cowboy hat and a pink shirt is ridding a horse in a competition,horse
2267682214.jpg,a shaggy dog plays with a toy,dog
2862004252.jpg,a brown and tan dog walks through the green grass,dog
3532098999.jpg,a little dog chases a chihuahua,dog
419518695.jpg,a man is playing with a dog in the snow,dog
503717911.jpg,a white dog catches a red disc in his mouth,dog
2239938351.jpg,a big black dog carries a blue ball while two corgis run at his side,dog
464116251.jpg,a dog jumps over a pile of logs,dog
488416045.jpg,the large brown dog is running on the beach by the ocean,dog
2578395598.jpg,a white dog running through the grass,dog
241109594.jpg,a black and white dog swimming with a stick in its mouth,dog
1581822598.jpg,a brown and black dog playing in the snow,dog
2261257940.jpg,a brown and black dog is chasing a black dog in the snow,dog
2590207488.jpg,a black and white dog looks back while walking on the beach,dog
2960033435.jpg,a dog jumps in the air with a lady standing near,dog
3188319076.jpg,a black and white dog jumps up and down in the snow,dog
3334537556.jpg,a man dressed in a horned hat poses for a picture on skis with three other people and a dog,dog
3407317539.jpg,a white dog with black spots runs through a field covered in snow,dog
3302804312.jpg,a brown and white dog runs beside a wooden fence with a tennis ball in his mouth,dog
3474330484.jpg,brown and black dog with its nose pointed upwards,dog
4748553447.jpg,a man is walking his dog along an empty road,dog
44953144.jpg,a man in a pink and white striped shirt holding the reins of a horse,horse
3571039224.jpg,a black dog with red collar sticks his head in the water,dog
2147866213.jpg,a man wearing glasses and with a beer in his left hand and his dog in his right hand being seated in a love seat,dog
371364900.jpg,the black dog jumps on a cinderblock,dog
2561481438.jpg,a black dog soaked in liquid jumping to the grass,dog
5821273614.jpg,a mother and son are building a snowman while their dog plays in snow,dog
3407357681.jpg,a dog is running in a large body of water causing it to splash,dog
537479916.jpg,a black dog finishes running down a blue and orange ramp,dog
3397220683.jpg,person with skis and a dog are standing in the snow,dog
4622064391.jpg,a male carrying a red backpack and a female with a jean jacket standing by a railing with a tan dog,dog
778885185.jpg,the tan dog is chasing a ball,dog
247778426.jpg,a dog plays in water,dog
3449846784.jpg,a black and white dog catching a baseball in midair,dog
878758390.jpg,a white dog runs on a beach,dog
4972937159.jpg,a man in a black suit with a cat on a leash is looking in a shop while the cat stands beside him staring the opposite direction of the man black pants and high heels has walked past both cat and man,cat
1357753846.jpg,a black dog walks through some water,dog
3743157427.jpg,a dog is standing on its hind legs underneath a fountain while a man in a black shirt and vest looks on,dog
162743064.jpg,a brown dog catching a ball in silhouette,dog
2095435987.jpg,the dog rolls over to scratch its back in the sand,dog
3613667665.jpg,the black dog is running through the water on the beach,dog
1526181215.jpg,a small dog leaps in the water,dog
3248752274.jpg,a black dog pulls a red sleigh,dog
130784506.jpg,a woman is being licked by a brown horse,horse
3174713468.jpg,a woman holding a ball and a dog,dog
2095444126.jpg,a dog is shaking off water,dog
574274795.jpg,a dog runs through grass,dog
2432061076.jpg,a dog in the water near the beach with an urban horizon behind,dog
2391509645.jpg,a man wearing a gray hat is lying with his head next to a cow s head,cow
2428275562.jpg,a black dog running on a sand mound,dog
2613920405.jpg,a man walking his cow down the side of the road,cow
757332692.jpg,a tan dog licks a girls hand while laying down,dog
2353119813.jpg,a dog is jumping playing with a ball that has broken,dog
2054869561.jpg,a dog runs to catch a frisbee on astroturf,dog
3356901257.jpg,a dog is jumping up for the ball while playing catch in the sand,dog
3411595210.jpg,a white dog in a creek,dog
514031930.jpg,a dog tied to a door by a leash,dog
3407317539.jpg,a black and white dog is running through a snowy field,dog
5943351624.jpg,that does nt look like mud on the horse rider,horse
460935487.jpg,a dog follows another dog around the corner but looks back,dog
7635821790.jpg,a young girl is riding a white horse,horse
526661994.jpg,a dog is running away in the grass,dog
2846843520.jpg,a brown dog digging for a ball in the sand,dog
433855742.jpg,a woman and a dog play with a disk in a field,dog
3112635165.jpg,the black and white dog has a stick in his paws,dog
358127240.jpg,a young boy is reclining on the floor and playing with toy cars while a brindled dog watches,dog
326456451.jpg,there is a black and tan dog bounding through the air,dog
1514957266.jpg,a lean dog runs through green grass,dog
2337578794.jpg,skipping gets me and my rat tail to work faster,other
3294952558.jpg,a brown dog is carrying a stick in its mouth,dog
2546959333.jpg,the dog is running after the bull,dog
1348891916.jpg,a brown dog on a leash runs through the white water,dog
599366440.jpg,a white dog is trying to play with a brown dog,dog
3510219078.jpg,a black dog is chasing a brown and white dog across the grass,dog
3597924257.jpg,the brown dog runs through the field,dog
1468429623.jpg,the man is wearing safety gear while he is training the black dog,dog
562928217.jpg,there is a dog with a frisbee and a dog jumping up to get a ball in the green grass,dog
2472634822.jpg,a boy and a dog run through the grass,dog
6915921596.jpg,a blond woman is brushing a horse,horse
539761097.jpg,a little child is sitting next to a beige colored dog,dog
3522349685.jpg,young girl in ponytail pets furry cat,cat
5513216171.jpg,a bucking horse is throwing a man off his back at a rodeo,horse
2650620212.jpg,a black dog walking beside a pool,dog
3515904775.jpg,a dog fetching an orange ball in the water,dog
2934573544.jpg,black and brown dog runs over grass,dog
379006645.jpg,the black and brown dog walks toward the camera snowy area,dog
2616561200.jpg,a dog is running to catch a tennis ball,dog
2448270671.jpg,a brown dog is leaping over a fallen tree in the woods,dog
2098646162.jpg,a black and gray cat stands on a contracption while two big dogs stare at it,cat
724702877.jpg,a small dog jumping with a ball in its mouth,dog
1688699579.jpg,a small dog and a large dog carrying a stick in its mouth run outside,dog
2505360288.jpg,a small brown dog playing with bubbles in grass,dog
1788892671.jpg,two women in a light blue and a dark blue jacket walking in a crosswalk and a fake giant rat is on the sidewalk behind them,other
7111002063.jpg,camouflaged men training a police dog to properly bite,dog
2735290454.jpg,a black dog has an ice cream cone in its mouth,dog
3044359043.jpg,a dog walks across a puddle of water in las vegas,dog
7430281548.jpg,a man riding a horse and jumping over a hurdle in a ring,horse
2054308369.jpg,a little girl is petting a golden dog,dog
1465666502.jpg,a black dog playing in a river,dog
475980315.jpg,white dog retrieving stick from water,dog
5354904685.jpg,one person on a white horse and another person on a dark horse are speaking to a man in a blue coat,horse
624058168.jpg,a dog jumps high,dog
3515904775.jpg,a dog with an orange ball in its mouth swimming,dog
446902206.jpg,a grandmother and two of her grandchildren taking the dog for a walk in the woods,dog
2938349830.jpg,a chinese woman is riding a tan horse down the road,horse
4953270033.jpg,an old man leading a white cow by a rope,cow
3278189732.jpg,a black and white dog jumping high to catch a ball,dog
3279025792.jpg,the black dog is running through the snow,dog
411175971.jpg,a dog is playing in water on a beach,dog
3326086533.jpg,a little black dog is running in the grass with a pink purse in its mouth,dog
7348157814.jpg,a small jockey jogs along side of the horse track with his horse through the green grass,horse
1662261486.jpg,a brown and white dog jumping through a black and white hoop,dog
3610683688.jpg,a dog wading into the water,dog
6068386039.jpg,the dog in the picture does nt like blowing dryer,dog
2640000969.jpg,the brown dog is jumping into the crystalclear pool,dog
1267711451.jpg,a black and white dog is carrying a stick in its mouth,dog
448493587.jpg,horse jumping tiers of poles at a horse exhibition,horse
276356412.jpg,a light brown dog is poking his head into brush,dog
2714220101.jpg,a white dog runs on the sand,dog
2286270205.jpg,a dog standing near snow looking at water,dog
2358898017.jpg,brown and white dog playing in the grass,dog
3496028495.jpg,there is a brown dog swimming outside with a tennis ball in its mouth,dog
2921198890.jpg,a dog wearing the number four runs in a race,dog
1490213660.jpg,a tan dog walking along in a stream,dog
3551170666.jpg,golden female dog feeding newborn litter of puppies,dog
3477369101.jpg,the black and brown dog is rolling in the grass,dog
3362871440.jpg,a black dog runs through the water carrying a stick,dog
1290894194.jpg,a woman in a red top and a small dog talks to a young girl,dog
358127240.jpg,little boy playing with a yellow tonka truck on a dark wood floor next to a dog,dog
3584829998.jpg,a white dog and a black and white dog are playing on the edge of a baseball field,dog
1501811302.jpg,the dog is chasing the goat around the yard,dog
2503678250.jpg,a little boy is reading while his dog looks on,dog
2629295654.jpg,a brown dog runs through a field,dog
